5.905905905905906028e-02,5.905905905905906028e-02,5.905905905905906028e-02,5.905905905905906028e-02
2.637637637637637589e-01,2.637637637637637589e-01,2.637637637637637589e-01,2.637637637637637589e-01
9.671733795857919563e-03,9.671733795857919563e-03,9.671733795857919563e-03,9.671733795857919563e-03
1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01,1.000000000000000056e-01
